team,player_id,name,position,date_of_birth,age,nationality
Bosnia and Herzegovina,186380,Esmir Bajraktarevic,Offence,2005-03-10,21,Bosnia-Herzegovina
Bosnia and Herzegovina,272213,Kerim Alajbegović,Offence,2007-09-21,18,Bosnia-Herzegovina
Panama,28382,Luis Mejía,Goalkeeper,1991-03-16,35,Panama
Panama,100186,Orlando Mosquera,Goalkeeper,1994-12-25,31,Panama
Panama,110566,Cesar Samudio,Goalkeeper,1994-03-23,32,Panama
Panama,22771,Roderick Miller,Defence,1992-04-03,34,Panama
Panama,43786,Fidel Escobar,Defence,1995-01-09,31,Panama
Panama,43787,Éric Davis,Defence,1991-03-31,35,Panama
Panama,76711,Andrés Andrade,Defence,1998-10-16,27,Panama
Panama,84481,César Blackman,Defence,1998-04-02,28,Panama
Panama,100199,Jiovany Ramos,Defence,1997-01-26,29,Panama
Panama,103208,José Cordoba,Defence,2001-06-03,25,Panama
Panama,188908,Michael Murillo,Defence,1996-02-11,30,Panama
Panama,253717,Edgardo Fariña,Defence,2001-09-21,24,Panama
Panama,275040,Jorge Gutiérrez,Defence,1998-09-01,27,Panama
Panama,3864,Adalberto Carrasquilla,Midfield,1998-11-28,27,Panama
Panama,8919,José Luis Rodríguez,Midfield,1998-06-19,27,Panama
Panama,28668,Cecilio Waterman,Midfield,1991-04-13,35,Panama
Panama,39139,Édgar Bárcenas,Midfield,1993-10-23,32,Panama
Panama,43793,Aníbal Godoy,Midfield,1990-02-10,36,Panama
Panama,58751,Alberto Quintero,Midfield,1987-12-18,38,Panama
Panama,103158,Carlos Harvey,Midfield,2000-02-03,26,Panama
Panama,110577,César Yanis,Midfield,1996-01-28,30,Panama
Panama,166946,Christian Martinez,Midfield,1997-02-06,29,Panama
Panama,3868,José Fajardo,Offence,1993-08-18,32,Panama
Panama,43795,Ismael Díaz,Offence,1997-05-12,29,Panama
Panama,105650,Tomas Rodriguez,Offence,1999-03-09,27,Panama
Panama,159094,Azarias Londoño,Offence,2001-06-21,24,Panama
Cape Verde,53172,Márcio Rosa,Goalkeeper,1997-02-23,29,Cape Verde Islands
Cape Verde,120725,Vózinha,Goalkeeper,1986-06-03,40,Cape Verde Islands
Cape Verde,150997,C.J. dos Santos,Goalkeeper,2000-08-24,25,USA
Cape Verde,593,Steven Moreira,Defence,1994-08-13,31,Cape Verde Islands
Cape Verde,814,Logan Costa,Defence,2001-04-01,25,Cape Verde Islands
Cape Verde,36618,Roberto Lopes,Defence,1992-06-17,33,Cape Verde Islands
Cape Verde,45328,Diney Borges,Defence,1995-01-17,31,Portugal
Cape Verde,63097,Stopira,Defence,1988-05-20,38,Cape Verde Islands
Cape Verde,209178,Sidny Lopes Cabral,Defence,2002-09-18,23,Netherlands
Cape Verde,213136,Wagner Pina,Defence,2002-11-03,23,Cape Verde Islands
Cape Verde,246869,Kelvin Pires,Defence,2000-06-05,26,Cape Verde Islands
Cape Verde,7759,Deroy Duarte,Midfield,1999-07-04,26,Cape Verde Islands
Cape Verde,30554,Garry Rodrigues,Midfield,1990-11-27,35,Cape Verde Islands
Cape Verde,40121,Kevin Pina,Midfield,1997-01-27,29,Cape Verde Islands
Cape Verde,67968,Laros Duarte,Midfield,1997-02-28,29,Cape Verde Islands
Cape Verde,103108,Yannick Semedo,Midfield,1995-12-29,30,Cape Verde Islands
Cape Verde,145346,Telmo Arcanjo,Midfield,2001-06-21,24,Portugal
Cape Verde,167455,Jamiro Monteiro,Midfield,1993-11-23,32,Cape Verde Islands
Cape Verde,212575,João Paulo,Midfield,1998-05-26,28,Cape Verde Islands
Cape Verde,9278,Willy Semedo,Offence,1994-04-27,32,Cape Verde Islands
Cape Verde,30502,Ryan Mendes,Offence,1990-01-08,36,Cape Verde Islands
Cape Verde,37116,Jovane Cabral,Offence,1998-06-14,27,Cape Verde Islands
Cape Verde,151942,Gilson Tavares,Offence,2001-12-29,24,Cape Verde Islands
Cape Verde,166784,Nuno Da Costa,Offence,1991-02-10,35,Cape Verde Islands
Cape Verde,175919,Dailon Rocha Livramento,Offence,2001-05-04,25,Netherlands
Cape Verde,213119,Hélio Varela,Offence,2002-05-03,24,Cape Verde Islands
DR Congo,98898,Timothy Fayulu,Goalkeeper,1999-07-24,26,DR Congo
DR Congo,106838,Lionel Mpasi,Goalkeeper,1994-08-01,31,DR Congo
DR Congo,170838,Matthieu Epolo,Goalkeeper,2005-01-15,21,Congo DR
DR Congo,3894,Axel Tuanzebe,Defence,1997-11-14,28,DR Congo
DR Congo,7918,Chancel Mbemba,Defence,1994-08-08,31,DR Congo
DR Congo,8158,Aaron Wan-Bissaka,Defence,1997-11-26,28,DR Congo
DR Congo,8204,Arthur Masuaku,Defence,1993-11-07,32,DR Congo
DR Congo,8700,Joris Kayembe,Defence,1994-08-08,31,Congo DR
DR Congo,9160,Dylan Batubinsika,Defence,1996-02-15,30,DR Congo
DR Congo,82600,Gédéon Kalulu,Defence,1997-08-29,28,DR Congo
DR Congo,220602,Steve Kapuadi,Defence,1998-04-30,28,Congo DR
DR Congo,8596,Gaël Kakuta,Midfield,1991-06-21,34,DR Congo
DR Congo,8701,Samuel Moutoussamy,Midfield,1996-08-12,29,DR Congo
DR Congo,8854,Edo Kayembe,Midfield,1998-06-03,28,DR Congo
DR Congo,14596,Aaron Tshibola,Midfield,1995-01-02,31,DR Congo
DR Congo,30876,Charles Pickel,Midfield,1997-05-15,29,DR Congo
DR Congo,182273,Noah Sadiki,Midfield,2004-12-17,21,DR Congo
DR Congo,192666,Ngal'ayel Mukau,Midfield,2004-11-03,21,DR Congo
DR Congo,612,Yoane Wissa,Offence,1996-09-03,29,DR Congo
DR Congo,9309,Theo Bongonda,Offence,1995-11-20,30,DR Congo
DR Congo,21583,Cédric Bakambu,Offence,1991-04-11,35,DR Congo
DR Congo,74554,Simon Banza,Offence,1996-08-13,29,DR Congo
DR Congo,125668,Nathanael Mbuku,Offence,2002-03-16,24,DR Congo
DR Congo,166776,Meschack Elia,Offence,1997-08-06,28,DR Congo
DR Congo,243626,Brian Cipenga,Offence,1998-03-11,28,DR Congo
DR Congo,245577,Fiston Mayele,Offence,1994-06-24,31,DR Congo
Cote d'Ivoire,616,Yahia Fofana,Goalkeeper,2000-08-21,25,Ivory Coast
Cote d'Ivoire,8292,Alban Lafont,Goalkeeper,1999-01-23,27,Ivory Coast
Cote d'Ivoire,170943,Mohamed Kone,Goalkeeper,2002-03-07,24,Ivory Coast
Cote d'Ivoire,526,Evan N'Dicka,Defence,1999-08-20,26,Ivory Coast
Cote d'Ivoire,700,Christopher Operi,Defence,1997-04-29,29,Ivory Coast
Cote d'Ivoire,37432,Ghislain Konan,Defence,1995-12-27,30,Ivory Coast
Cote d'Ivoire,113375,Wilfried Singo,Defence,2000-12-25,25,Ivory Coast
Cote d'Ivoire,135473,Guela Doué,Defence,2002-10-17,23,Ivory Coast
Cote d'Ivoire,149731,Emmanuel Agbadou,Defence,1997-06-17,28,Ivory Coast
Cote d'Ivoire,167098,Odilon Kossounou,Defence,2001-01-04,25,Ivory Coast
Cote d'Ivoire,191760,Ousmane Diomande,Defence,2003-12-04,22,Ivory Coast
Cote d'Ivoire,1747,Franck Kessié,Midfield,1996-12-19,29,Ivory Coast
Cote d'Ivoire,2126,Seko Fofana,Midfield,1995-05-07,31,France
Cote d'Ivoire,8307,Ibrahim Sangaré,Midfield,1997-12-02,28,Ivory Coast
Cote d'Ivoire,8430,Jean Michaël Seri,Midfield,1991-07-19,34,Ivory Coast
Cote d'Ivoire,133584,Amad Diallo,Midfield,2002-07-11,23,Ivory Coast
Cote d'Ivoire,144698,Parfait Guiagon,Midfield,2001-02-22,25,Ivory Coast
Cote d'Ivoire,269161,Christ Ravynel Inao Oulaï,Midfield,2006-04-06,20,Cote d'Ivoire
Cote d'Ivoire,8412,Nicolas Pépé,Offence,1995-05-29,31,Ivory Coast
Cote d'Ivoire,128710,Evann Guessand,Offence,2001-07-01,24,Ivory Coast
Cote d'Ivoire,152738,Ange-Yoan Bonny,Offence,2003-10-25,22,Ivory Coast
Cote d'Ivoire,156808,Sepe Elye Wahi,Offence,2003-01-02,23,France
Cote d'Ivoire,166249,Simon Adingra,Offence,2002-01-01,24,Ivory Coast
Cote d'Ivoire,188275,Oumar Diakite,Offence,2003-12-20,22,Ivory Coast
Cote d'Ivoire,249312,Bazoumana Touré,Offence,2006-03-02,20,Ivory Coast
Cote d'Ivoire,277484,Yan Diomandé,Offence,2006-11-14,19,Ivory Coast
Qatar,103173,Salah Zakaria,Goalkeeper,1999-04-24,27,Qatar
Qatar,129104,Meshaal Barsham,Goalkeeper,1998-02-14,28,Qatar
Qatar,156781,Mahmoud Abunada,Goalkeeper,2000-02-05,26,Qatar
Qatar,115828,Boualem Khoukhi,Defence,1990-07-09,35,Qatar
Qatar,189707,Jassem Gaber Abdulsallam,Defence,2002-02-20,24,Qatar
Qatar,189725,Homam Ahmed,Defence,1999-08-25,26,Qatar
Qatar,189969,Ró-Ró,Defence,1990-08-06,35,Qatar
Qatar,194260,Lucas Mendes,Defence,1990-07-03,35,Brazil
Qatar,249804,Sultan Al Brake,Defence,1996-04-07,30,Qatar
Qatar,295196,Ayoub Al-Oui,Defence,2005-03-11,21,Qatar
Qatar,57667,Assim Madibo,Midfield,1996-10-22,29,Qatar
Qatar,115827,Abdulaziz Hatem,Midfield,1990-10-28,35,Qatar
Qatar,115829,Karim Boudiaf,Midfield,1990-09-16,35,Qatar
Qatar,115832,Ahmed Fathy,Midfield,1993-01-25,33,Qatar
Qatar,129107,Yusuf Abdurisag,Midfield,1999-08-06,26,Qatar
Qatar,249923,Ahmed Al Ganehi,Midfield,2000-09-22,25,Qatar
Qatar,253301,Tahsin Jamshid,Midfield,2006-06-16,19,Qatar
Qatar,253597,Mohamed Al Banna,Midfield,1990-09-29,35,Bahrain
Qatar,57652,Akram Afif,Offence,1996-11-18,29,Qatar
Qatar,115837,Almoez Ali,Offence,1996-08-19,29,Qatar
Qatar,135684,Mohammed Muntari,Offence,1993-12-20,32,Qatar
Qatar,189973,Hassan Al Haydos,Offence,1990-12-11,35,Qatar
Qatar,189976,Ahmed Alaa Eldin,Offence,1993-01-31,33,Qatar
Qatar,255986,Edmílson,Offence,1994-08-19,31,Belgium
Jordan,125598,Yazeed Abulaila,Goalkeeper,1993-01-06,33,Jordan
Jordan,249669,Abdallah Al Fakhouri,Goalkeeper,2000-01-22,26,Jordan
Jordan,116921,Saleem Obaid,Defence,1992-01-17,34,Jordan
Jordan,119303,Yazan Al Arab,Defence,1996-01-31,30,Jordan
Jordan,202806,Mohammad Abualnadi,Defence,2001-02-08,25,USA
Jordan,244110,Abdallah Naseeb,Defence,1994-02-25,32,Jordan
Jordan,244241,Mohammad Abu Hasheesh,Defence,1995-05-09,31,Jordan
Jordan,244346,Mohannad Abu Taha,Defence,2003-02-02,23,Jordan
Jordan,244507,Yousef Abu Al Jazar,Defence,1999-10-25,26,Jordan
Jordan,17850,Ahmad Assaf,Midfield,1999-07-21,26,Germany
Jordan,213823,Yousef Qashi,Midfield,2005-04-15,21,Jordan
Jordan,231890,Nizar Al Rashdan,Midfield,1999-03-23,27,Jordan
Jordan,244206,Noor Al Rawabdeh,Midfield,1997-02-24,29,Jordan
Jordan,249756,Ibrahim Saadeh,Midfield,2000-04-27,26,Jordan
Jordan,98763,Musa Al Taamari,Offence,1997-06-10,29,Jordan
Jordan,116928,Mahmoud Al Mardi,Offence,1993-10-06,32,Jordan
Jordan,116933,Baha' Faisal,Offence,1995-05-30,31,Jordan
Jordan,280317,Ibrahim Sabra,Offence,2006-02-01,20,Jordan
Iraq,117137,Jalal Hassan,Goalkeeper,1991-05-18,35,Iraq
Iraq,132162,Fahad Talib,Goalkeeper,1994-10-21,31,Iraq
Iraq,236206,Ahmed Basil,Goalkeeper,1996-08-19,29,Iraq
Iraq,129968,Hussein Ali,Defence,2002-03-01,24,Iraq
Iraq,152724,Merchas Doski,Defence,1999-12-07,26,Iraq
Iraq,210821,Rebin Sulaka,Defence,1992-04-12,34,Iraq
Iraq,236191,Mustafa Saadoun,Defence,2001-05-25,25,Iraq
Iraq,236195,Ahmed Yahya,Defence,1997-05-27,29,Iraq
Iraq,236201,Frans Putros,Defence,1993-07-14,32,Iraq
Iraq,249839,Zaid Tahseen,Defence,2001-01-29,25,Iraq
Iraq,249877,Manaf Younis,Defence,1996-11-16,29,Iraq
Iraq,253190,Akam Hashem,Defence,1998-08-16,27,Iraq
Iraq,31373,Amir Al Ammari,Midfield,1997-07-27,28,Iraq
Iraq,35515,Kevin Yakob,Midfield,2000-10-10,25,Iraq
Iraq,117481,Aimar Sher,Midfield,2002-12-20,23,Iraq
Iraq,123067,Ibrahim Bayesh,Midfield,2000-05-01,26,Iraq
Iraq,165049,Youssef Amyn,Midfield,2003-08-21,22,Iraq
Iraq,167462,Ahmed Qasem,Midfield,2003-07-12,22,Sweden
Iraq,176642,Zidane Iqbal,Midfield,2003-04-27,23,Iraq
Iraq,295321,Zaid Ismail,Midfield,2002-01-03,24,Iraq
Iraq,117153,Aymen Hussein,Offence,1996-03-22,30,Iraq
Iraq,177008,Ali Al-Hamadi,Offence,2002-03-01,24,Iraq
Iraq,193630,Marko Farji,Offence,2004-03-16,22,Iraq
Iraq,218847,Ali Jassim El-Aibi,Offence,2004-01-20,22,Iraq
Iraq,221753,Mohanad Ali,Offence,2000-06-20,25,Iraq
Uzbekistan,119215,Botirali Ergashev,Goalkeeper,1995-06-23,30,Uzbekistan
Uzbekistan,243911,Abduvakhid Nematov,Goalkeeper,2001-03-20,25,Uzbekistan
Uzbekistan,244531,Utkir Yusupov,Goalkeeper,1991-01-04,35,Uzbekistan
Uzbekistan,132172,Rustam Ashurmatov,Defence,1996-07-07,29,Uzbekistan
Uzbekistan,132173,Umar Eshmurodov,Defence,1992-11-30,33,Uzbekistan
Uzbekistan,212868,Abdukodir Khusanov,Defence,2004-02-29,22,Uzbekistan
Uzbekistan,221787,Jakhongir O'rozov,Defence,2004-01-18,22,Uzbekistan
Uzbekistan,231904,Farrukh Sayfiyev,Defence,1991-01-17,35,Uzbekistan
Uzbekistan,243825,Khodjiakbar Alijonov,Defence,1997-04-19,29,Uzbekistan
Uzbekistan,243838,Sherzod Nasrullayev,Defence,1998-07-23,27,Uzbekistan
Uzbekistan,253243,Mukhammadkodir Khamraliev,Defence,2001-07-06,24,Uzbekistan
Uzbekistan,117321,Otabek Shukurov,Midfield,1996-06-22,29,Uzbekistan
Uzbekistan,132176,Jamshid Iskanderov,Midfield,1993-10-16,32,Uzbekistan
Uzbekistan,149716,Akmal Mozgovoy,Midfield,2000-04-02,26,Uzbekistan
Uzbekistan,212371,Umarali Rahmonaliyev,Midfield,2003-08-18,22,Uzbekistan
Uzbekistan,232740,Azizjon Ganiev,Midfield,1998-02-22,28,Uzbekistan
Uzbekistan,232753,Odiljon Hamrobekov,Midfield,1996-02-13,30,Uzbekistan
Uzbekistan,261032,Ibrokhim Ibrokhimov,Midfield,2001-01-12,25,Uzbekistan
Uzbekistan,49149,Dostonbek Xamdamov,Offence,1996-07-24,29,Uzbekistan
Uzbekistan,49307,Eldor Shomurodov,Offence,1995-06-29,30,Uzbekistan
Uzbekistan,119221,Oston Urunov,Offence,2000-12-19,25,Uzbekistan
Uzbekistan,183140,Igor Sergeev,Offence,1993-04-30,33,Uzbekistan
Uzbekistan,261029,Alisher Odilov,Offence,2001-07-15,24,Uzbekistan
Netherlands,9923,Mark Flekken,Goalkeeper,1993-06-13,32,Netherlands
Netherlands,126870,Bart Verbruggen,Goalkeeper,2002-08-18,23,Netherlands
Netherlands,137691,Robin Roefs,Goalkeeper,2003-01-17,23,Netherlands
Netherlands,7417,Denzel Dumfries,Defence,1996-04-18,30,Netherlands
Netherlands,7869,Virgil van Dijk,Defence,1991-07-08,34,Netherlands
Netherlands,8240,Nathan Aké,Defence,1995-02-18,31,Netherlands
Netherlands,98566,Jan Paul van Hecke,Defence,2000-06-08,26,Netherlands
Netherlands,98816,Jurrien Timber,Defence,2001-06-17,24,Netherlands
Netherlands,131177,Mickey van de Ven,Defence,2001-04-19,25,Netherlands
Netherlands,189477,Jorrel Hato,Defence,2006-03-07,20,Netherlands
Netherlands,1848,Marten de Roon,Midfield,1991-03-29,35,Netherlands
Netherlands,7457,Donyell Malen,Midfield,1999-01-19,27,Netherlands
Netherlands,7559,Frenkie de Jong,Midfield,1997-05-12,29,Netherlands
Netherlands,7565,Noa Lang,Midfield,1999-06-17,26,Netherlands
Netherlands,7688,Guus Til,Midfield,1997-12-22,28,Netherlands
Netherlands,7693,Teun Koopmeiners,Midfield,1998-02-28,28,Netherlands
Netherlands,7696,Tijjani Reijnders,Midfield,1998-07-29,27,Netherlands
Netherlands,81793,Ryan Gravenberch,Midfield,2002-05-16,24,Netherlands
Netherlands,97505,Mats Wieffer,Midfield,1999-11-16,26,Netherlands
Netherlands,97536,Quinten Timber,Midfield,2001-06-17,24,Netherlands
Netherlands,102193,Crysencio Summerville,Midfield,2001-10-30,24,Netherlands
Netherlands,7459,Cody Gakpo,Offence,1999-05-07,27,Netherlands
Netherlands,7561,Justin Kluivert,Offence,1999-05-05,27,Netherlands
Netherlands,7697,Wout Weghorst,Offence,1992-08-07,33,Netherlands
Netherlands,8472,Memphis Depay,Offence,1994-02-13,32,Netherlands
Netherlands,97535,Brian Brobbey,Offence,2002-02-01,24,Netherlands
Norway,6843,Ørjan Nyland,Goalkeeper,1990-09-10,35,Norway
Norway,44441,Egil Selvik,Goalkeeper,1997-07-30,28,Norway
Norway,146024,Sander Tangvik,Goalkeeper,2002-11-29,23,Norway
Norway,16068,Kristoffer Ajer,Defence,1998-04-17,28,Norway
Norway,16197,Torbjørn Heggem,Defence,1999-01-12,27,Norway
Norway,37913,Fredrik Bjørkan,Defence,1998-08-21,27,Norway
Norway,38548,Marcus Pedersen,Defence,2000-07-16,25,Norway
Norway,44030,Julian Ryerson,Defence,1997-11-17,28,Norway
Norway,44032,Leo Østigård,Defence,1999-11-28,26,Norway
Norway,135036,Henrik Falchener,Defence,2003-05-08,23,Norway
Norway,145159,Sondre Langås,Defence,2001-02-02,25,Norway
Norway,205467,David Wolfe,Defence,2002-04-23,24,Norway
Norway,7421,Morten Thorsby,Midfield,1996-05-05,30,Norway
Norway,7427,Martin Ødegaard,Midfield,1998-12-17,27,Norway
Norway,8973,Sander Berge,Midfield,1998-02-14,28,Norway
Norway,37924,Patrick Berg,Midfield,1997-11-24,28,Norway
Norway,38088,Fredrik Aursnes,Midfield,1995-12-10,30,Norway
Norway,44033,Kristian Thorstvedt,Midfield,1999-03-13,27,Norway
Norway,150589,Thelo Aasgaard,Midfield,2002-05-02,24,Norway
Norway,169295,Antonio Nusa,Midfield,2005-04-17,21,Norway
Norway,179716,Oscar Bobb,Midfield,2003-07-12,22,Norway
Norway,8167,Alexander Sørloth,Offence,1995-12-05,30,Norway
Norway,37916,Jens Hauge,Offence,1999-10-12,26,Norway
Norway,38101,Erling Haaland,Offence,2000-07-21,25,Norway
Norway,157796,Andreas Schjelderup,Offence,2004-06-01,22,Norway
Norway,213269,Jørgen Strand Larsen,Offence,2000-02-06,26,Norway
Scotland,3981,Angus Gunn,Goalkeeper,1996-01-22,30,Scotland
Scotland,15607,Craig Gordon,Goalkeeper,1982-12-31,43,Scotland
Scotland,34960,Liam Kelly,Goalkeeper,1996-01-23,30,Scotland
Scotland,3986,Grant Hanley,Defence,1991-11-20,34,Scotland
Scotland,5769,Dominic Hyam,Defence,1995-12-20,30,Scotland
Scotland,7868,Andrew Robertson,Defence,1994-03-11,32,Scotland
Scotland,15615,Kieran Tierney,Defence,1997-06-05,29,Scotland
Scotland,16070,Jack Hendry,Defence,1995-05-07,31,Scotland
Scotland,34411,Anthony Ralston,Defence,1998-11-16,27,Scotland
Scotland,34429,John Souttar,Defence,1996-09-25,29,Scotland
Scotland,34486,Scott McKenna,Defence,1996-11-12,29,Scotland
Scotland,101111,Aaron Hickey,Defence,2002-01-01,24,Scotland
Scotland,138174,Nathan Patterson,Defence,2001-10-16,24,Scotland
Scotland,7905,Scott McTominay,Midfield,1996-12-08,29,Scotland
Scotland,34494,Kenny McLean,Midfield,1992-01-08,34,Scotland
Scotland,34495,Ryan Christie,Midfield,1995-02-22,31,Scotland
Scotland,34638,Lewis Ferguson,Midfield,1999-08-24,26,Scotland
Scotland,34646,John McGinn,Midfield,1994-10-18,31,Scotland
Scotland,176789,Ben Doak,Midfield,2005-11-11,20,Scotland
Scotland,270697,Findlay Curtis,Midfield,,,Scotland
Scotland,290139,Tyler Fletcher,Midfield,2007-03-19,19,England
Scotland,4119,Che Adams,Offence,1996-07-13,29,Scotland
Scotland,25606,George Hirst,Offence,1999-02-15,27,Scotland
Scotland,35101,Ross Stewart,Offence,1996-07-11,29,Scotland
Scotland,35126,Lyndon Dykes,Offence,1995-10-07,30,Scotland
Scotland,52043,Lawrence Shankland,Offence,1995-08-10,30,Scotland
Curacao,7412,Trevor Doornbusch,Goalkeeper,1999-07-06,26,Curaçao
Curacao,7437,Eloy Room,Goalkeeper,1989-02-06,37,Curaçao
Curacao,171283,Tyrick Bodak,Goalkeeper,2002-02-15,24,Curaçao
Curacao,7229,Roshon van Eijma,Defence,1998-06-09,28,Curaçao
Curacao,7438,Joshua Brenet,Defence,1994-03-20,32,Curaçao
Curacao,7443,Armando Obispo,Defence,1999-03-05,27,Curaçao
Curacao,7744,Sheral Floranus,Defence,1998-08-23,27,Curaçao
Curacao,9428,Riechedly Bazoer,Defence,1996-10-12,29,Curaçao
Curacao,55417,Juriën Gaari,Defence,1993-12-23,32,Curaçao
Curacao,137697,Shurandy Sambo,Defence,2001-08-19,24,Curaçao
Curacao,149120,Ar'jany Martha,Defence,2003-09-04,22,Curaçao
Curacao,166156,Livano Comenencia,Defence,2004-02-03,22,Curaçao
Curacao,177433,Deveron Fonville,Defence,2003-05-16,23,Curaçao
Curacao,191954,Tyrese Noslin,Defence,2002-09-11,23,Curaçao
Curacao,4280,Leandro Bacuna,Midfield,1991-08-21,34,Curaçao
Curacao,7274,Godfried Roemeratoe,Midfield,1999-08-19,26,Curaçao
Curacao,7518,Juninho Bacuna,Midfield,1997-08-07,28,Curaçao
Curacao,53327,Kevin Felida,Midfield,1999-11-11,26,Curaçao
Curacao,6597,Gervane Kastaneer,Offence,1996-06-09,30,Curaçao
Curacao,7986,Kenji Gorré,Offence,1994-09-29,31,Curaçao
Curacao,8288,Jürgen Locadia,Offence,1993-11-07,32,Curaçao
Curacao,98483,Tahith Chong,Offence,1999-12-04,26,Curaçao
Curacao,137025,Sontje Hansen,Offence,2002-05-18,24,Curaçao
Curacao,149134,Jearl Margaritha,Offence,2000-04-10,26,Curaçao
Curacao,156631,Jeremy Antonisse,Offence,2002-03-29,24,Curaçao
Curacao,190770,Brandley Kuwas,Offence,1992-09-19,33,Curaçao
